platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
Instagram,,Is Obispo nog niet weg?,Obispo status,3.02,3.6,93.38,neutral,Develop content exclusively for PSV+ during training camp to drive subscriptions.,2025-07-14
Instagram,,"Hopelijk kan Obispo blessurevrij blijven, en doorpakken dit seizoen",Obispo fitness,1.92,36.79,61.29,neutral,Encourage fan engagement through social media contests and interactive polls.,2025-07-14
Instagram,,Esmir 💪💪,Esmir support,0.39,89.9,9.71,positive,Increase the frequency of mentions and appreciation for goalscorers.,2025-07-14
Instagram,,Geen Babadi?,Babadi absence,16.45,1.61,81.94,neutral,Explore opportunities to target Thomas Müller strategically in future matches.,2025-07-14
Instagram,,Passt gut auf unseren Plea auf 🖤🤍💚,Plea focus,0.79,83.82,15.39,positive,Promote the Croatia kit to capitalize on international fan interest.,2025-07-14
Instagram,,Grande yarek desde polinya valencia España,Yarekgasiorowski mention,2.01,33.41,64.59,neutral,Organize open training sessions to allow fans to connect with the team.,2025-07-13
Instagram,,Grande yarek🙌🙌 @yarekgasiorowski5,Yarekgasiorowski mention,0.41,95.75,3.84,positive,Adjust Scofieldd’s training regimen to enhance his physical conditioning.,2025-07-13
Instagram,,"Coachvanhetjaar ⚽ subleague Kooij en vrienden 🎉 10 euro inleg. 2023 320 euro in de pot , 2024 660 euro in de pot ,2025 tot nu toe betaald 280 euro 🎉 meld je aan.",Kooij promotion scam,27.31,6.81,65.88,neutral,Create engaging content highlighting positive fan reactions and support.,2025-07-13
Instagram,,Heeft iemand al de mogelijkheid onderzocht een lijntje uit te gooien naar Thomas Müller? Sowieso proberen! 😍💪🏻,Müller targeting attempt,0.98,84.13,14.89,negative,Investigate strategic targeting of Thomas Müller for competitive advantage.,2025-07-13
Instagram,,"Real description: When you realize training camp starts tomorrow, which means plenty of content will only available on PSV+ this week...",PSV+ content exclusivity,5.16,23.81,71.02,neutral,Offer exclusive PSV+ content during training camp to incentivize subscriptions.,2025-07-13
Instagram,,Prima doelpunten zeg. En leuke doelpuntenmakers 🔥,Goalscorer appreciation,1.0,83.24,15.76,negative,Develop a strategy to foster fan pride and engagement in the Ajax rivalry.,2025-07-12
Instagram,,💪💪💪,Positive encouragement,0.49,96.83,2.68,positive,Increase Abed’s playing time to unlock his full potential and inspire fans.,2025-07-12
Instagram,,Croatia jersey.,Croatia kit interest,1.26,24.14,74.6,neutral,UNKNOWN,2025-07-12
Instagram,,"Abed mag ook wel wat kansen krijgen in het eerste, jongen met veel potentie",Abed opportunity request,4.32,21.9,73.79,neutral,UNKNOWN,2025-07-12
Instagram,,No look 😂,Trick shot,28.39,8.24,63.37,neutral,UNKNOWN,2025-07-12
Instagram,,🔥🙌😮😮😮,Enthusiastic support,0.31,98.73,0.96,positive,UNKNOWN,2025-07-12
Instagram,,@ivanperisic444 your new contract is the best team update this summer 💕🫶🏼,Perišić contract update,0.29,98.2,1.51,positive,UNKNOWN,2025-07-12
Instagram,,No look,Trick shot,36.25,4.81,58.94,neutral,→ Recommendation: Create content celebrating Sol Sibley’s positive attitude and work ethic.,2025-07-12
Instagram,,Tequillaman,Character reference,1.97,8.89,89.14,neutral,→ Recommendation: Amplify fan enthusiasm through engaging social media campaigns.,2025-07-12
Instagram,,"Dit shirt staat je toch het allerbest, je was geweldig bij PSV bedankt daarvoor!",Positive shirt comment,0.97,91.38,7.65,negative,→ Recommendation: Communicate Perišić’s contract details proactively to manage expectations.,2025-07-12
Instagram,,Always welcome to come back!!,Perišić return request,0.26,96.79,2.95,positive,→ Recommendation: Address fan disappointment regarding player departures directly.,2025-07-12
Instagram,,Good luck Malik and thanks for all you did for us PSV,Malik gratitude,0.27,97.17,2.56,positive,→ Recommendation: Respond to character references creatively in online interactions.,2025-07-12
Instagram,,Held! 🙌❤️,Successful save,0.52,98.19,1.29,positive,→ Recommendation: Highlight positive fan feedback regarding player appearances.,2025-07-12
Instagram,,"Malik, you're for ever👏❤️",Perišić appreciation,0.65,97.23,2.12,positive,→ Recommendation: Encourage Perišić return discussions through interactive polls.,2025-07-12
Instagram,,"Gonna miss you brother, at least I still have you on my shirt ❤️🤍",Shirt keepsake,2.19,86.87,10.94,positive,→ Recommendation: Acknowledge and appreciate fan gratitude for player contributions.,2025-07-12
Instagram,,"We are gone miss you, Malik! ❤️🤍",Shirt keepsake,0.59,93.65,5.76,positive,→ Recommendation: Capitalize on fan emotional investment with heartfelt messages.,2025-07-12
Instagram,,❤️❤️❤️❤️,Positive sentiment,0.4,97.28,2.31,positive,→ Recommendation: Share fan-created keepsakes (shirts) in official content.,2025-07-12
Instagram,,❤️🤍,Positive sentiment,0.53,96.14,3.33,positive,→ Recommendation: Leverage positive sentiment to promote a positive brand image.,2025-07-12
Instagram,,Welcome🫶🏼,Welcome message,0.25,94.63,5.12,positive,→ Recommendation: Acknowledge and appreciate fan wishes for player success.,2025-08-01
Instagram,,Good Luck my bro ⚽❤️😊✊🏿💪🏿,Good luck message,0.27,98.18,1.55,positive,→ Recommendation: Encourage fans to share their favorite memories with Sol Sibley.,2025-08-01
Instagram,,"Oh @solsidibe.6! Wish we could have kept hold of you here at Stoke. But understand this is a great opportunity for you - I have no doubt you will go from strength to strength and fulfill your incredible talent.  Glad you joined PSV, a fantastic coaching environment and the best fans in the Netherlands!",Sol Sibley transfer,0.57,97.32,2.11,positive,→ Recommendation: Respond to player departure regrets with empathy and understanding.,2025-08-01
Instagram,,"Wishing you all the very best Sol, you have a great attitude, hard worker and  always willing to learn.  Gutted to lose you lad but proud to see you aiming high. Knock 'em dead duck .",Sol Sibley humor,1.15,95.49,3.35,positive,UNKNOWN,2025-08-01
Instagram,,I told u not to go,Fan disapproval,80.4,1.07,18.52,negative,UNKNOWN,2025-08-01
Instagram,,🔥🔥🔥🔥🔥,Enthusiastic support,0.31,98.61,1.08,positive,UNKNOWN,2025-08-01
Instagram,,Top young player go for it Sol 🙌🏾,Young player promotion,0.56,95.61,3.82,positive,UNKNOWN,2025-08-01
Instagram,,Welcome and succes @PSV,General welcome,0.25,97.1,2.65,positive,UNKNOWN,2025-08-01
Instagram,,@xuehua0998,(No specific topic – likely spam),37.13,2.46,60.41,neutral,UNKNOWN,2025-08-01
Instagram,,🙌🙌,(No specific topic – likely spam),1.79,87.82,10.4,positive,Increase visibility of young players through targeted marketing campaigns.,2025-08-01
Instagram,,Wel erg vaak thuis in een maand ZONDER Champions League. KNVB benadeelt PSV dus.,Knockout Champions League qualification,1.65,20.96,77.4,neutral,Communicate sincere appreciation for new fans and supporters.,2025-08-01
Instagram,,🔥🔥🔥🙌,General enthusiasm,0.35,98.41,1.24,positive,Ignore irrelevant spam comments.,2025-08-01
Instagram,,Win de 15 dutch super cup en minimaal 12 punten winnen 💪🏽💪🏽🔥🔥❤️🤍 5/5,Super Cup Victory Goal,0.18,97.36,2.45,positive,Maintain positive fan engagement with energetic responses.,2025-08-01
Instagram,,Begint lekker met Twente en Groningen,Performance vs. Twente,1.13,11.43,87.44,neutral,Prioritize securing Champions League qualification through the KNVB.,2025-08-01
Instagram,,12 punten en n schaal,Winning Multiple Trophies,0.49,72.39,27.12,positive,Boost fan morale with celebratory content and recognition.,2025-08-01
Instagram,,Wwwwww,(No specific topic – likely spam),82.89,1.17,15.93,negative,Set ambitious performance goals against Twente and Groningen.,2025-08-01
Instagram,,Alles winnen Come on psv ❤️🤍❤️⚽️⚔️👊,Winning Multiple Trophies,0.18,98.11,1.71,positive,Develop a strategy to achieve multiple trophy wins.,2025-08-01
Instagram,,12 punten ❤️🤍,Winning Multiple Trophies,0.2,97.5,2.3,positive,Recognize and acknowledge fan aspirations for winning.,2025-08-01
Instagram,,15!!,Winning Multiple Trophies,0.26,89.27,10.46,positive,Reinforce the importance of securing trophies.,2025-08-01
Instagram,,@s.vankerkoerlevanwaterschoot Zinnnn innnn,(No specific topic – likely spam),22.02,4.17,73.81,neutral,Ignore irrelevant spam comments.,2025-08-01
Instagram,,Knallen voor nummer 15!🔥 Wordt een interessante wedstrijd,Winning Multiple Trophies,0.27,96.93,2.8,positive,Motivate fans to consistently strive for trophy wins.,2025-08-01
Instagram,,National super cup? Zet dat gewoon ff lekker in het Nederlands neer.,National Super Cup Goal,2.36,24.12,73.52,neutral,Address fan frustration regarding the Super Cup.,2025-08-01
Instagram,,15!,Winning Multiple Trophies,0.27,85.34,14.39,positive,Reinforce the importance of winning multiple trophies.,2025-08-01
Instagram,,Zorg maar voor de 15e.,Winning Multiple Trophies,0.46,80.56,18.98,positive,Ignore irrelevant spam comments.,2025-08-01
Instagram,,Binnenkort meer JCS dan Feyenoord kampioenschappen 👀,Feyenoord Title Challenge,0.6,12.82,86.58,neutral,Inspire fans to aggressively compete for the Feyenoord title.,2025-08-01
Instagram,,🙌🙌🙌,General enthusiasm,0.34,98.6,1.06,positive,Maintain positive fan engagement with energetic responses.,2025-08-01
Instagram,,Wij zijn er klaar voor👍⚽️,Training request,0.62,68.14,31.23,positive,Highlight the ambition to win the national Super Cup.,2025-08-01
Instagram,,🔥👏,Positive sentiment,0.49,95.46,4.05,positive,Reinforce the importance of winning multiple trophies.,2025-08-01
Instagram,,🔥🔥🔥,Positive sentiment,0.53,94.75,4.72,positive,Ignore irrelevant spam comments.,2025-08-01
Instagram,,"Hall itakura, voordat ajax hem steelt van ons",Itakura acquisition concern,7.11,7.45,85.44,neutral,→ Schedule training sessions to build excitement and anticipation.,2025-08-01
Instagram,,Gas erop boys ❤️🤍❤️👊,Motivational encouragement,0.39,97.98,1.63,positive,→ Amplify positive sentiment in fan engagement campaigns.,2025-08-01
Instagram,,Hoe gaat het met ruben?,Ruben’s wellbeing inquiry,1.61,5.82,92.57,neutral,→ Prioritize Itakura’s fitness development to address concerns.,2025-08-01
Instagram,,🔥,Positive sentiment,0.54,94.59,4.87,positive,→ Implement motivational messaging across all platforms.,2025-08-01
Instagram,,Fijne werkdag morgen😘🤣🤣,Harmless banter (relationship),2.34,69.26,28.4,positive,→ Investigate Ruben’s wellbeing through regular updates.,2025-08-01
Instagram,,Gefiliciteerd🙌❤️🤍🇧🇷,Congratulatory message (Brazil),0.32,98.65,1.03,positive,→  Share friendly interactions between players on social media.,2025-08-01
Instagram,,👏👏👏,Positive sentiment,0.46,95.5,4.05,positive,→  Send congratulatory messages to players and staff publicly.,2025-08-01
Instagram,,"Gefeliciteerd Adrie , man van the walk of fame 👏",Congratulatory message (Adrie),0.38,97.24,2.38,positive,→  Highlight historical player achievements to foster nostalgia.,2025-08-01
Instagram,,Gefeliciteerd Adrie🙌🔥,Congratulatory message (Adrie),0.36,98.37,1.27,positive,→  Continue issuing congratulatory messages to players.,2025-08-01
Instagram,,"Geweldige foto, prachtige puma's 
Gouden generatie met v Beveren, vd Kuijlen, Lubse, Edström, kerkhofjes",Historical player nostalgia,3.24,18.18,78.57,neutral,→  Address player complaints respectfully and transparently.,2025-08-01
Instagram,,Gefeliciteerd,Congratulatory message,0.59,96.7,2.71,positive,→  Provide encouragement to key players during matches.,2025-08-01
Instagram,,Hartelijk gefeliciteerd meneer van Kraaij.👏,Criticism – Player complaining,14.56,16.0,69.44,neutral,"→  Facilitate lighthearted, positive interactions among players.",2025-08-01
Instagram,,Die zeurde niet over pijntjes en transfers. Stond er altijd…,Criticism – Player complaining,45.0,2.09,52.91,neutral,→  Generate content celebrating fan enthusiasm.,2025-08-01
Instagram,,@ruben_snoek legggoooooo,Ruben encouragement,0.49,80.57,18.94,positive,→  Encourage fans to share their personal experiences.,2025-07-31
Instagram,,Leukk @liz_vdboogaard,Friendly interaction (Liz),0.49,64.78,34.73,positive,UNKNOWN,2025-07-31
Instagram,,🔥🔥🔥,Positive sentiment,0.53,94.75,4.72,positive,UNKNOWN,2025-07-31
Instagram,,Mij,Self-reference,8.11,10.64,81.25,neutral,UNKNOWN,2025-07-31
Instagram,,Mag ik alsjeblieft me opa droomt er van om naar psv tegaan met min,Fan request – autograph session,1.31,11.79,86.9,neutral,UNKNOWN,2025-07-31
Instagram,,@isabel_te_wierike keer wat anders❤️,Generic positive sentiment,0.69,92.61,6.7,positive,UNKNOWN,2025-07-31
Instagram,,Kei leuk,Generic positive sentiment,1.34,62.55,36.1,positive,UNKNOWN,2025-07-31
Instagram,,Dit zou leuk zijn @thijswaalen,Player mention – Thijs van Leer,1.34,11.83,86.83,neutral,Prioritize fan engagement with Sergej Barbarez.,2025-07-31
Instagram,,@dierenpraat1 voor jou,Fan request – giveaway,1.21,12.68,86.11,neutral,Increase social media content featuring positive fan sentiment.,2025-07-31
Instagram,,@tiesvanpagee,Generic positive sentiment,1.65,59.87,38.48,positive,Contact Thijs van Leer for a training session appearance.,2025-07-31
Instagram,,👏👏👏,Generic positive sentiment,0.62,95.22,4.16,positive,Investigate a giveaway promotion to reward loyal fans.,2025-07-31
Instagram,,"Nu achterin nog!! Daar ligt echt nog werk. Al tijden hoor je de naam Itakura rondzingen, gaan die 👃 er dadelijk mee aan de haal.....",Player criticism – Itakura (tactics),17.52,13.52,68.96,neutral,Address the Ajax rivalry in marketing campaigns.,2025-07-31
Instagram,,🔥🔥🔥🔥,Generic positive sentiment,0.81,92.8,6.39,positive,Analyze the feedback regarding Itakura’s tactical role.,2025-07-31
Instagram,,Pepi en esmir meer minuten geven,Player request – Pepi & Esmir (minutes),0.99,7.13,91.89,negative,Explore opportunities for Pepi and Esmir to increase playing time.,2025-07-31
Instagram,,Miss toch nog een extra centrale verdediger halen als ik gisteren nagalo zag😅,Player request – Extra central defender,2.86,13.05,84.09,neutral,Research the feasibility of acquiring an additional central defender.,2025-07-31
Instagram,,🔥,Generic positive sentiment,0.68,92.55,6.77,positive,Implement a strategy to boost fan enthusiasm around PSV’s statistical predictions.,2025-07-31
Instagram,,"Hello friends,

We need your support at Mikadini Soka Community Team 🇰🇪. Our young players are currently in need of footballs, boots, and jerseys to continue their training and development.

If you’re able to help through donations or financial support, we’d truly appreciate it. Every contribution counts in giving these kids a chance to grow through football. ⚽💛

Thank you for standing with us! 🙏❤️❤️❤️",Charity appeal – Football donations,1.99,45.34,52.67,neutral,Create content highlighting Sergej Barbarez’s skills and talent.,2025-07-31
Instagram,,Wat lekker zeg 2 scherpe spitsen die bijna alles der innaaien 😍🙌,Player request – Pepi & Esmir (minutes),0.31,91.81,7.87,positive,UNKNOWN,2025-07-31
Instagram,,Pepi sharp as always 🔥 knowing it’s his turn to shine and gain to the next level!! Esmir smelling his chances and will cook in the footsteps of a goat 🐐 😍 Lots of talents knocking on the big gate now🙌,Player critique – Esmir (mentality),0.31,97.0,2.69,positive,UNKNOWN,2025-07-31
Instagram,,❤️❤️,Generic positive sentiment,0.64,96.14,3.22,positive,UNKNOWN,2025-07-31
Instagram,,Met dit onze selecte max 3-0 ❤️🤍💪🏽💪🏽🔥🔥 anders 2-0 is ook prima maar moet minimaal 5-0 worden,Player request – Minimum score target,0.44,89.69,9.87,positive,UNKNOWN,2025-07-31
Instagram,,Hebben we nog een appeltje mee te schillen.,Generic complaint,55.58,2.38,42.04,negative,UNKNOWN,2025-07-31
Instagram,,Volgens onze simulatie maakt PSV 67% kans op winst 🔥,Statistical prediction,1.38,53.26,45.36,positive,UNKNOWN,2025-07-31
Instagram,,@sergej.barbarez.official vidisli ti ovo brate sta radi mali...,Player critique – Sergej Barbarez (mentality),7.63,3.8,88.57,neutral,UNKNOWN,2025-07-30
Instagram,,@esmirbajraktarevic on 🔥🔥🔥 bro,Max Dreyerson fan enthusiasm,0.73,91.39,7.88,positive,UNKNOWN,2025-07-30
Instagram,,🔥🔥🔥,Fan celebration,0.3,97.88,1.82,positive,UNKNOWN,2025-07-30
Instagram,,🥳🥳🥳,Fan celebration,0.21,98.62,1.17,positive,UNKNOWN,2025-08-01
Instagram,,👏👏👏,Fan celebration,0.3,97.86,1.84,positive,→ Schedule a fan Q&A session with Reeceerrorhandler to address development questions.,2025-08-01
Instagram,,Gefeliciteerde ❤️🤍,Joey Veendam birthday,0.27,96.44,3.29,positive,→ Create a celebratory post recognizing the overall fan enthusiasm.,2025-08-01
Instagram,,Wa is ie 30 al,Philipp Hoff fan enthusiasm,1.87,60.0,38.13,positive,→ Organize a birthday message for Joey Veendam to acknowledge his special day.,2025-08-01
Instagram,,Gefeliciteerd,Fan birthday celebration,0.38,96.77,2.85,positive,→ Investigate Scofieldd's fitness level and adjust training accordingly.,2025-08-01
Instagram,,Gefeliciteerd Nick!! 🤙🏻🎉🥳🎈 en hopelijk een cadeautje voor jou dat je zondag onder de lat mag staan! 🔴⚪️,Nick Bürki match request,0.21,98.34,1.45,positive,→ Produce content highlighting the Ajax rivalry to strengthen fan identity.,2025-08-01
Instagram,,Gefeliciteerdddd🥳♥️,Fan birthday celebration,0.22,99.05,0.73,positive,→ Respond to queries about Ricardo Pereira's current form.,2025-08-01
Instagram,,"HAPPY BIRTHDAY, PSV'ER 💡💡💡❤🤍🩵",PSV fan birthday,0.21,98.99,0.8,positive,→ Develop a plan to fulfill fan requests for player interaction.,2025-08-01
Instagram,,🔥🔥🔥🙌,Max Dreyerson fan enthusiasm,0.42,96.79,2.8,positive,→ Amplify messages of birthday celebration for PSV fans.,2025-07-12
Instagram,,Speelde Pepi met rugnummer 9?,Pepi rug number inquiry,2.38,3.95,93.68,neutral,→ Explore opportunities to engage Max Dreyerson fans through content.,2025-07-12
Instagram,,😘😘😘,Fan celebration,0.19,98.38,1.43,positive,→ Investigate Pepi’s jersey number to address fan inquiries.,2025-07-12
Instagram,,Hrvatska. 🇭🇷,Hrvatska national team,3.23,15.3,81.47,neutral,→ Maintain open communication channels regarding Ricardo Pereira's status.,2025-07-12
Instagram,,Bonne chance 🍀 Ricardo!,Ricardo Pereira wish,0.68,75.29,24.03,positive,→ Prioritize Mitrovic updates to reduce fan speculation.,2025-07-12
Instagram,,Update dest?,Dayo Mitrovic update request,2.44,3.79,93.77,neutral,→ Leverage international fan interest surrounding Leon Bailey.,2025-07-12
Instagram,,❤️🚂❤️🚂❤️🚂,Train travel enthusiasm,0.24,97.98,1.78,positive,→ Monitor and address fan comments regarding Reeceerrorhandler's development.,2025-07-12
Instagram,,🇺🇸⚽️⚽️⚽️🇺🇸🇺🇸,Leon Bailey international,0.39,70.72,28.9,positive,→ Increase engagement with Reeceerrorhandler fans to foster support.,2025-07-12
Instagram,,"Ruwe diamant,alleen nog polijsten!!!",Reeceerrorhandler development,3.34,34.44,62.22,neutral,UNKNOWN,2025-07-12
Instagram,,👏👏👏🔥,Reeceerrorhandler fan enthusiasm,0.33,95.01,4.66,positive,UNKNOWN,2025-07-12
Instagram,,Star ⭐ boy cold ❄️ like Icey my brother,Barbarez – cold performance,22.58,13.01,64.42,neutral,UNKNOWN,2025-07-12
Instagram,,Idd geef babadi ook een kans,Saibari – age concern,10.0,3.65,86.35,neutral,UNKNOWN,2025-07-12
Instagram,,🔥🔥,Emoji – enthusiastic support,0.26,98.1,1.64,positive,UNKNOWN,2025-07-12
Instagram,,🔥,Emoji – enthusiastic support,0.26,97.63,2.11,positive,→ Recommendation: Analyze Obispo’s training regimen to mitigate injury risk.,2025-07-12
Instagram,,Yess,Yess – positive affirmation,0.27,97.91,1.82,positive,→ Recommendation: Evaluate Saibari’s physical condition and playing time.,2025-07-12
Instagram,,The things that we love to see 🫡🙌🔥,Saibari – deserves opportunity,0.26,98.51,1.23,positive,→ Recommendation: Amplify positive fan sentiment through social media campaigns.,2025-07-12
Instagram,,Geef die jongen gewoon een kans 😍,Saibari – deserves opportunity,0.47,96.61,2.93,positive,→ Recommendation: Recognize and celebrate fan enthusiasm with interactive content.,2025-07-12
Instagram,,❤️🇧🇦,Barbarez – national pride,0.23,98.11,1.66,positive,→ Recommendation: Acknowledge and validate fan positive affirmations.,2025-07-12
Instagram,,Come to Beşiktaş 🖤🤍🦅,Beşiktaş – transfer request,0.49,63.79,35.72,positive,→ Recommendation: Highlight Saibari’s potential and reward his efforts.,2025-07-12
Instagram,,@sergej.barbarez.official,Barbarez – fan engagement,0.99,16.76,82.25,negative,→ Recommendation: Generate content that reflects Croatian national pride.,2025-07-12
Instagram,,Saibari looks 35 bro,Saibari – age concern,11.48,6.23,82.29,neutral,→ Recommendation: Respond to transfer requests directly and transparently.,2025-07-12
Instagram,,🔥🔥🔥,Emoji – enthusiastic support,0.26,98.23,1.51,positive,→ Recommendation: Increase interaction with Barbarez through targeted content.,2025-07-12
Instagram,,🔥🔥,Emoji – enthusiastic support,0.26,98.1,1.64,positive,→ Recommendation: Address concerns about Saibari’s age and playing style.,2025-07-12
Instagram,,Isto dres hrvatske,Croatia – national pride,0.77,83.03,16.19,positive,→ Recommendation: Utilize emoji-driven content to boost fan engagement.,2025-07-12
Instagram,,👑,Emoji – celebration,0.27,93.94,5.8,positive,→ Recommendation: Amplify supportive fan reactions across all platforms.,2025-07-12
Instagram,,👏👏👏👏👏,Saibari – enthusiastic support,0.32,97.49,2.19,positive,→ Recommendation: Feature Croatian national pride prominently in marketing.,2025-07-12
Instagram,,🇧🇦🇧🇦🇧🇦🇧🇦🇧🇦🇧🇦🇧🇦💙💙💙💙,"Croatia – national pride, support",0.34,96.66,3.0,positive,→ Recommendation: Celebrate successes with visual and engaging content.,2025-07-12
Instagram,,😍 Gefeliciteerd,Saibari – congratulations,0.38,98.3,1.32,positive,→ Recommendation: Create a campaign dedicated to Saibari's performance.,2025-07-12
Instagram,,Het enige jammere  de blessure bij dest,Obispo – injury concern,47.29,1.78,50.93,neutral,→ Recommendation: Develop strategies to address and respond to fan concerns.,2025-07-12
Instagram,,Waarom weer kan je deze wedstrijd niet zien Komop,Komop – missed match,51.94,1.76,46.3,negative,UNKNOWN,2025-07-12
Instagram,,Weet iemand o onze nieuwe cb een beetje goed speelde?,New center-back performance,2.28,10.16,87.56,neutral,UNKNOWN,2025-07-12
Instagram,,Ik mag echt hopen dat deze wedstrijd het bewijs is waarom Bajraktarevic meer MOET gaan spelen. Wat een heerlijke speler om naar te kijken😍,Bajraktarevic playing time,0.76,83.95,15.29,positive,UNKNOWN,2025-07-12
Instagram,,Van duiven my man,(No specific topic – irrelevant comment),19.48,34.17,46.35,neutral,UNKNOWN,2025-07-12
Instagram,,Blijft bakayoko toch dan?,Bakayoko continued playing time,2.74,5.48,91.78,neutral,Analyze Weet iemand o onze nieuwe cb een beetje goed speelde? for key performance indicators.,2025-07-12
Instagram,,Hoeveel was t kan m nergens vinden,(No specific topic – irrelevant comment),30.5,4.7,64.79,neutral,Increase Bajraktarevic’s playing time to capitalize on his potential.,2025-07-12
Instagram,,Babadi + van Duiven = FUTURE,Babadi & Van Duiven partnership,0.74,57.36,41.9,negative,Ignore irrelevant fan comments.,2025-07-12
Instagram,,"Ik kan niet kijken, hoe doet onze nieuwe verdediger het?",New defender performance,5.76,14.97,79.27,neutral,Maintain Bakayolo’s playing time based on current performance.,2025-07-12
Instagram,,Zeer benieuwd naar de Spanjaard,Spanish player assessment,2.71,7.35,89.94,neutral,Do not address irrelevant fan comments.,2025-07-12
Instagram,,👏,(No specific topic – irrelevant comment),22.61,24.36,53.03,neutral,Develop a tactical approach to maximize Babadi and van Duiven's partnership.,2025-07-12
Instagram,,❤️,(No specific topic – irrelevant comment),13.28,41.71,45.0,neutral,Conduct a detailed performance review of the new defender.,2025-07-12
Instagram,,😢,(No specific topic – irrelevant comment),87.94,0.8,11.26,negative,Provide regular updates on the Spanish player’s development and contribution.,2025-07-12
Instagram,,Was een waardig opvolger van onze vorige icoon Sangaré! Ben benieuwd wat we ervoor terug krijgen!,Sangaré replacement evaluation,3.72,25.9,70.38,neutral,Do not address irrelevant fan comments.,2025-07-12
Instagram,,❤️❤️,(No specific topic – irrelevant comment),7.78,62.6,29.62,positive,Do not address irrelevant fan comments.,2025-07-12
Instagram,,To soon! Ik gun ten Hag Mallik ook niet.,Ten Hag – Malik competition,11.18,13.84,74.98,neutral,Do not address irrelevant fan comments.,2025-07-12
Instagram,,Hero 🔥 hoping the loss won’t be to big on the field,Loss impact assessment,14.42,48.72,36.85,positive,Evaluate the Spanish player's performance and contributions compared to Sangaré.,2025-07-12
Instagram,,❤️❤️❤️,(No specific topic – irrelevant comment),6.55,68.42,25.04,positive,Do not address irrelevant fan comments.,2025-07-12
Instagram,,Esmir is special player,Esmir player assessment,0.79,78.88,20.33,negative,Implement a rotation system to manage the competition between Ten Hag and Malik.,2025-07-12
Instagram,,👏👏,(No specific topic – irrelevant comment),20.16,33.05,46.79,neutral,Assess the full impact of the match on team morale and future strategy.,2025-07-12
Instagram,,Esmir valt me niet tegen,Esmir player assessment,3.55,7.94,88.52,neutral,Do not address irrelevant fan comments.,2025-07-12
Instagram,,🔥🔥🔥👏,Esmir player assessment,0.64,88.01,11.35,positive,Focus training on Esmir’s strengths to optimize his performance.,2025-07-12
Instagram,,Pepi?,Pepi criticism,50.79,2.08,47.13,negative,Do not address irrelevant fan comments.,2025-07-12
Instagram,,@lejlamezetovic ‘futemax psv’,Futemax speculation,5.27,3.89,90.84,neutral,Highlight Esmir’s positive attributes in team communications.,2025-07-12
Instagram,,@psv til captain stiekem was dat fototje met van bommel een hint ernaar 😂👏 als dat zo is weer heel leuk en goed gedaan,Stiekem/Van Bommel interaction,1.18,80.53,18.3,positive,Communicate Esmir’s value and potential to fans.,2025-07-12
Instagram,,בוא להפועל,Hooligan support,68.96,2.51,28.53,negative,→ Recommendation: Evaluate Pepi’s performance and explore options for improvement.,2025-07-12
Instagram,,gta5 kapsel,GTA5 hairstyle request,3.09,7.8,89.11,neutral,→ Recommendation: Investigate the source of the Futemax discussion and address fan concerns.,2025-07-12
Instagram,,@neomsportsclub,Twente rivalry,1.54,18.56,79.9,neutral,→ Recommendation: Analyze the Stiekem/Van Bommel interaction for potential fan engagement opportunities.,2025-07-12
Instagram,,Kom naar Twente🔥,Fan enthusiasm,0.38,95.35,4.26,positive,→ Recommendation: Monitor and respond to fan support for Israeli clubs.,2025-07-12
Instagram,,🔥🔥🔥🔥🔥🔥,Positive sentiment,0.55,94.59,4.86,positive,→ Recommendation: Explore incorporating diverse hairstyles into merchandise options.,2025-07-12
Instagram,,❤️,Positive sentiment,0.52,95.43,4.05,positive,→ Recommendation: Develop content acknowledging and addressing the Twente rivalry.,2025-07-12
Instagram,,💪🔥🤍❤️,Positive sentiment,0.4,97.38,2.21,positive,→ Recommendation: Amplify fan enthusiasm through interactive social media campaigns.,2025-07-12
Instagram,,"Thank you PSV for developing so much USMNT talent, they've all been a pleasure to watch! Wishing Tillman the best of luck at Leverkusen!",Tillman transfer concern,0.25,98.04,1.71,positive,→ Recommendation: Continue to cultivate a positive brand atmosphere across all platforms.,2025-07-12
Instagram,,What a player,Player praise (unspecified),0.64,96.56,2.8,positive,→ Recommendation: Maintain consistent positive messaging to reinforce fan loyalty.,2025-07-12
Instagram,,❤️🤍,Positive sentiment,0.53,96.14,3.33,positive,→ Recommendation: Explore creating visual content that reflects fan emotions.,2025-07-12
Instagram,,🙏😢,Player disappointment,87.9,1.13,10.97,negative,→ Recommendation: Investigate Tillman’s situation and prepare for potential future questions.,2025-07-12
Instagram,,Stream?,Streaming request,1.21,4.1,94.69,neutral,→ Recommendation: Highlight exceptional player performances in promotional materials.,2025-07-12
Instagram,,😮😮😮,Player confusion,67.62,2.34,30.04,negative,→ Recommendation: Respond to fan sentiment regarding player performance constructively.,2025-07-12
Instagram,,🤮🤮,Player criticism (disguised),91.67,0.71,7.62,negative,→ Recommendation: Develop and share celebratory fan content for key moments.,2025-07-12
Instagram,,Come on young psv players🔴⚪🔴⚪,Youth player encouragement,0.5,92.5,7.0,positive,→ Recommendation: Create a channel for fan feedback regarding player development.,2025-07-12
